Class,Return,Leverage
Equity,88.5,Long
Equity,190.4,Long
Equity,144.3,Long
Equity,118.9,Long
Equity,192.1,Long
Equity,-43.2,Long
Equity,-45.9,Long
Equity,-65.7,Long
Equity,-32.8,Long
Equity,-56.9,Long
Equity,-57.2,Long
Equity,-30.1,Long
Equity,-71.4,Long
Equity,-91.1,Long
Equity,-84.3,Long
Equity,-80.9,Long
Equity,-67,Long
Equity,-84,Long
Equity,-73,Long
Equity,-80.9,Long
Equity,-62.1,Long
Equity,-93.2,Long
Equity,-88.9,Long
Equity,-26.4,Long
Equity,-54.3,Long
Equity,-55.4,Long
Equity,-26.2,Long
Equity,-82.2,Long
Equity,-74.9,Long
Equity,-74.2,Long
Equity,-23.9,Long
Equity,-43.9,Long
Equity,-44.3,Long
Equity,-56.7,Long
Equity,-16.6,Long
Equity,-74.6,Long
Equity,-71.3,Long
Equity,-24.9,Long
Equity,6.7,Long
Equity,-70.8,Long
Equity,-92.4,Long
Equity,-28.2,Long
Equity,32.2,Long
Equity,-66.1,Long
Equity,1.8,Long
Equity,-43,Long
Equity,-72.9,Long
Equity,-72.8,Long
Equity,-74.3,Long
Equity,-74.7,Long
Equity,-86.5,Long
Equity,38.8,Long
Equity,-84.5,Long
Equity,-95.7,Long
Equity,-97.1,Long
Equity,-99.6,Long
Equity,-89.8,Long
Equity,-95,Long
Equity,-96.5,Long
Equity,-52.4,Long
Equity,-65.3,Long
Equity,-53.1,Long
Equity,-80.8,Long
Equity,-74,Long
Equity,-67.2,Long
Equity,-70.3,Long
Equity,-70.9,Long
Equity,-73.9,Long
Equity,-38.5,Long
Equity,8.6,Long
Equity,-16.2,Long
Equity,-31.4,Long
Equity,-65.7,Long
Equity,-60.2,Long
Equity,-57,Long
Equity,-57.9,Long
Equity,-85.2,Long
Equity,-67,Long
Equity,-80.2,Long
Equity,-94.6,Long
Equity,-48.9,Long
Equity,-59.9,Long
Equity,-37,Long
Equity,-82.1,Long
Equity,-34.1,Long
Equity,-83.3,Long
Equity,-63.3,Long
Equity,-59,Long
Equity,-77.9,Long
Equity,10.6,Long
Equity,7.3,Long
Equity,11.8,Long
Equity,15.9,Long
Equity,-55.9,Long
Equity,33,Long
Equity,45.6,Long
Equity,19.4,Long
Equity,-9.6,Long
Equity,2.2,Long
Equity,22,Long
Equity,29.4,Long
Equity,10.3,Long
Equity,41.7,Long
Equity,112.1,Long
Equity,42.3,Long
Equity,13.3,Long
Equity,43.8,Long
Equity,122,Long
Equity,149.7,Long
Equity,69.8,Long
Equity,56.4,Long
Equity,33.6,Long
Equity,34.3,Long
Equity,33.7,Long
Equity,61.7,Long
Equity,40.9,Long
Equity,41.7,Long
Equity,37.3,Long
Equity,35.2,Long
Equity,19.7,Long
Equity,18.1,Long
Equity,19.9,Long
Equity,40.6,Long
Equity,26.2,Long
Equity,12.6,Long
Equity,261.3,Long
Equity,52.2,Long
Equity,19.8,Long
Equity,20.8,Long
Equity,-7.6,Long
Equity,39.3,Long
Equity,37.2,Long
Equity,21.8,Long
Equity,19.1,Long
Equity,23.5,Long
Equity,66.1,Long
Equity,2.3,Long
Equity,7.6,Long
Equity,61.8,Long
Equity,-3.4,Long
Equity,15.2,Long
Equity,-28.5,Long
Equity,-17.1,Long
Equity,11.1,Long
Equity,10.5,Long
Equity,66.8,Long
Equity,75.4,Long
Equity,57.7,Long
Equity,27.1,Long
Equity,38.3,Long
Equity,36.4,Long
Equity,20.4,Long
Equity,107.5,Long
Equity,8.6,Long
Equity,-16.2,Long
Equity,-31.4,Long
Equity,11,Long
Equity,21,Long
Equity,36.4,Long
Equity,23.3,Long
Equity,21.4,Long
Equity,-3.7,Long
Equity,-7.2,Long
Equity,-7.8,Long
Equity,12.8,Long
Equity,10.9,Long
Equity,14.6,Long
Equity,5.1,Long
Equity,9.7,Long
Equity,24.6,Long
Equity,18.7,Long
Equity,4.2,Long
Equity,5.6,Long
Equity,60.6,Short
Equity,116.8,Short
Equity,36.6,Short
Equity,49,Short
Equity,71.9,Short
Equity,-16.3,Short
Equity,103.6,Short
Equity,9.9,Short
Equity,111.7,Short
Equity,16.1,Short
Equity,-48.3,Short
Equity,109.1,Short
Equity,149.7,Short
Equity,-10.2,Short
Equity,-3.9,Short
Equity,-1.3,Short
Equity,35.7,Short
Equity,43.3,Short
Equity,4,Short
Equity,51.2,Short
Equity,50.3,Short
Equity,69.9,Short
Equity,93.2,Short
Equity,4,Short
Equity,2.9,Short
Equity,2.8,Short
Equity,-9.4,Short
Equity,9.2,Short
Equity,50.6,Short
Equity,30.2,Short
Equity,11.5,Short
Equity,-70.5,Short
Equity,34.5,Short
Equity,33.4,Short
Equity,57,Short
Equity,54,Short
Equity,30.1,Short
Equity,29,Short
Equity,78.9,Short
Equity,167.3,Short
Equity,472.9,Short
Equity,193.5,Short
Equity,-26.9,Short
Equity,28.4,Short
Equity,187.3,Short
Equity,75.4,Short
Equity,65.8,Short
Equity,55.8,Short
Equity,46.8,Short
Equity,69.3,Short
Equity,44.4,Short
Equity,80.1,Short
Equity,33.4,Short
Equity,-3.2,Short
Equity,-9.9,Short
Equity,53.3,Short
Equity,63.8,Short
Equity,44.9,Short
Equity,104.1,Short
Equity,190.4,Short
Equity,32,Short
Equity,45.3,Short
Equity,33.3,Short
Equity,27.7,Short
Equity,63.1,Short
Equity,82.5,Short
Equity,-46.8,Short
Equity,-71.6,Short
Equity,-59.5,Short
Equity,-86.1,Short
Equity,-93,Short
Equity,-19.7,Short
Equity,-76.7,Short
Equity,-59,Short
Equity,-87.1,Short
Equity,-97.2,Short
Equity,-95.2,Short
Equity,-77.8,Short
Equity,-84.4,Short
Equity,-89.6,Short
Equity,-95.9,Short
Equity,-96.1,Short
Equity,-38.6,Short
Equity,-39.4,Short
Equity,-38.9,Short
Equity,-45.3,Short
Equity,-63.8,Short
Equity,-64.7,Short
Equity,-71.9,Short
Equity,-79.9,Short
Equity,-80.4,Short
Equity,-81.4,Short
Equity,-87.6,Short
Equity,-33,Short
Equity,-92.8,Short
Equity,-87.1,Short
Equity,-63.4,Short
Equity,-97.7,Short
Equity,-54.3,Short
Equity,-55.3,Short
Equity,-81.9,Short
Equity,-81.1,Short
Equity,-92.9,Short
Equity,-92.8,Short
Equity,-58.7,Short
Equity,-84.9,Short
Equity,-95,Short
Equity,-85.1,Short
Equity,-98.3,Short
Equity,-50.7,Short
Equity,-98.5,Short
Equity,-88.3,Short
Equity,-99.2,Short
Equity,-67.8,Short
Equity,-65.3,Short
Equity,-70.4,Short
Equity,-50.3,Short
Equity,-77.1,Short
Equity,-90.3,Short
Equity,-3.2,Short
Equity,-90.5,Short
Equity,-68.9,Short
Equity,-64.6,Short
Equity,-73.8,Short
Equity,-93.6,Short
Equity,-82.7,Short
Equity,-61.9,Short
Equity,-56,Short
Equity,-37.8,Short
Equity,-44.6,Short
Equity,-89.8,Short
Equity,-78.7,Short
Equity,-9,Short
Equity,-18.7,Short
Equity,-11.3,Short
Equity,-24.1,Short
Equity,-31.5,Short
Equity,-18,Short
Equity,-28.8,Short
Equity,-16.9,Short
Equity,-26.8,Short
Equity,-47.3,Short
Equity,-80.2,Short
Equity,-33.9,Short
Equity,-37,Short
Equity,-52.5,Short
Equity,-60.4,Short
Equity,-67.2,Short
Equity,-12.1,Short
Equity,-12.7,Short
Equity,-16.4,Short
Equity,-17.6,Short
Equity,-25,Short
Equity,-24.7,Short
Equity,-33.7,Short
Equity,-40.5,Short
Equity,-42.1,Short
Equity,-44.1,Short
Equity,-51.9,Short
Equity,-12.9,Short
Equity,-30.8,Short
Equity,-42.1,Short
Equity,-18.9,Short
Equity,-89.1,Short
Equity,-15.1,Short
Equity,-16.2,Short
Equity,-29.3,Short
Equity,-28.9,Short
Equity,-42.9,Short
Equity,-46,Short
Equity,-8.6,Short
Equity,-19.4,Short
Equity,-13.6,Short
Equity,-25.1,Short
Equity,-78.9,Short
Equity,-11.5,Short
Equity,-22.7,Short
Equity,-27.1,Short
Equity,-53.7,Short
Equity,-25.7,Short
Equity,-14.7,Short
Equity,-29.5,Short
Equity,-13.6,Short
Equity,-27,Short
Equity,-41.2,Short
Equity,-3.2,Short
Equity,-69.3,Short
Equity,-23.8,Short
Equity,-27.8,Short
Equity,-35.2,Short
Equity,-54,Short
Equity,-16,Short
Equity,-23,Short
Equity,-19.1,Short
Equity,-8.7,Short
Equity,-14.9,Short
Equity,-26.1,Short
Equity,-32.1,Short
Equity,99,
Equity,63,
Equity,69.9,
Equity,37.1,
Equity,45,
Equity,32.6,
Equity,31.8,
Equity,44.9,
Equity,36.5,
Equity,44.1,
Equity,52.3,
Equity,86.8,
Equity,74.5,
Equity,58.9,
Equity,25.2,
Equity,52.4,
Equity,12.5,
Equity,44.8,
Equity,42,
Equity,49.1,
Equity,57.9,
Equity,53.1,
Equity,60.5,
Equity,53.7,
Equity,45.6,
Equity,36.4,
Equity,43.3,
Equity,42.1,
Equity,47.9,
Equity,68.8,
Equity,37.3,
Equity,64.1,
Equity,44.1,
Equity,76.3,
Equity,40.6,
Equity,22.9,
Equity,43.6,
Equity,30.1,
Equity,41.3,
Equity,42.8,
Equity,35.5,
Equity,62.7,
Equity,81.6,
Equity,40.4,
Equity,61.6,
Equity,41,
Equity,51.7,
Equity,42.3,
Equity,45.6,
Equity,43.7,
Equity,57.2,
Equity,43.3,
Equity,68.1,
Equity,62.3,
Equity,81.1,
Equity,36.2,
Equity,19.9,
Equity,34.8,
Equity,43.2,
Equity,43,
Equity,36.2,
Equity,41.2,
Equity,45.8,
Equity,44.4,
Equity,46.9,
Equity,56.9,
Equity,65,
Equity,21.5,
Equity,68.1,
Equity,49.4,
Equity,18.3,
Equity,48.4,
Equity,41.7,
Equity,49.5,
Equity,63.1,
Equity,51,
Equity,33.2,
Equity,59.5,
Equity,62.4,
Equity,53.4,
Equity,60.4,
Equity,44.1,
Equity,44.5,
Equity,50.7,
Equity,45.4,
Equity,34.9,
Equity,23.8,
Equity,38.5,
Equity,67.8,
Equity,41.1,
Equity,55.6,
Equity,43.7,
Equity,36.9,
Equity,38.8,
Equity,43.8,
Equity,22.4,
Equity,36.8,
Equity,29.4,
Equity,46.3,
Equity,46.3,
Equity,40.3,
Equity,57,
Equity,34.5,
Equity,82.7,
Equity,67.5,
Equity,46.2,
Equity,53.1,
Equity,61.3,
Equity,92.8,
Equity,52.6,
Equity,28.1,
Equity,66.1,
Equity,29,
Equity,60.3,
Equity,44,
Equity,50.4,
Equity,22.7,
Equity,-0.4,
Equity,37.7,
Equity,38.8,
Equity,23.6,
Equity,41.7,
Equity,30.7,
Equity,40,
Equity,38.8,
Equity,106,
Equity,53.5,
Equity,28.2,
Equity,70.6,
Equity,35.2,
Equity,66.1,
Equity,65.2,
Equity,65.9,
Equity,142.6,
Equity,65.5,
Equity,62.3,
Equity,106.9,
Equity,61.2,
Equity,46.2,
Equity,67.5,
Equity,32.6,
Equity,42.4,
Equity,48.6,
Equity,66.6,
Equity,31.9,
Equity,35,
Equity,51.5,
Equity,65.5,
Equity,67.4,
Equity,85.9,
Equity,50.9,
Equity,58.2,
Equity,74.4,
Equity,87.6,
Equity,53.1,
Equity,21.5,
Equity,43.9,
Equity,55.9,
Equity,51.2,
Equity,54.7,
Equity,83.5,
Equity,113.7,
Equity,60.9,
Equity,67.7,
Equity,74.2,
Equity,51.3,
Equity,46.9,
Equity,42.5,
Equity,91.4,
Equity,41.8,
Equity,54.5,
Equity,59,
Equity,17,
Equity,34.6,
Equity,38.1,
Equity,44.9,
Equity,89.3,
Equity,43.3,
Equity,42.7,
Equity,45.5,
Equity,79.2,
Equity,51.2,
Equity,67.6,
Equity,53.6,
Equity,64.5,
Equity,28.6,
Equity,1.9,
Equity,61.6,
Equity,40.3,
Equity,47,
Equity,49.6,
Equity,84.3,
Equity,50,
Equity,34.6,
Equity,84.6,
Equity,68.9,
Equity,54.6,
Equity,67.6,
Equity,64.6,
Equity,75.6,
Equity,36.8,
Equity,35.6,
Equity,31,
Equity,39.2,
Equity,47.3,
Equity,35.2,
Equity,37.9,
Equity,45.3,
Equity,51.2,
Equity,135.7,
Equity,79.7,
Equity,62.6,
Equity,82.2,
Equity,222.3,
Equity,77.6,
Equity,75.2,
Equity,66.7,
Equity,57.7,
Equity,82.7,
Equity,48,
Equity,43.1,
Equity,54.9,
Equity,45.6,
Equity,65.7,
Equity,25.8,
Equity,33.6,
Equity,31.7,
Equity,56.3,
Equity,29.2,
Equity,18.1,
Equity,26.1,
Equity,70.2,
Equity,18.2,
Equity,46.5,
Equity,65,
Equity,49,
Equity,75.4,
Equity,113.7,
Equity,57.6,
Equity,52,
Equity,56.9,
Equity,55.7,
Equity,52.7,
Equity,43.4,
Equity,57.7,
Equity,52.7,
Equity,32.5,
Equity,53.7,
Equity,41.1,
Equity,47.8,
Equity,52.9,
Equity,41.4,
Equity,52.3,
Equity,22.8,
Equity,61.5,
Equity,54.5,
Equity,41.1,
Equity,71.1,
Equity,55.7,
Equity,13.9,
Equity,75.2,
Equity,5.3,
Equity,36.1,
Equity,37,
Equity,36.3,
Equity,29.4,
Equity,42.7,
Equity,25.7,
Equity,86.4,
Equity,26,
Equity,8.7,
Equity,51.8,
Equity,44.5,
Equity,37.9,
Equity,34.6,
Equity,28.2,
Equity,58,
Equity,28.4,
Equity,49.1,
Equity,45,
Equity,70.1,
Equity,40.6,
Equity,50.5,
Equity,51.7,
Equity,-5.2,
Equity,-7.1,
Equity,-18.6,
Equity,68,
Equity,91.6,
Equity,93.9,
Equity,64.7,
Equity,90.5,
Equity,99.6,
Equity,77.2,
Equity,53.9,
Equity,68.7,
Equity,25,
Equity,44.4,
Equity,46.5,
Equity,39.9,
Equity,31.2,
Equity,73.7,
Equity,77.7,
Equity,77.6,
Equity,39.2,
Equity,45.2,
Equity,43.5,
Equity,36.5,
Equity,-28.3,
Equity,60.3,
Equity,28.2,
Equity,160.3,
Equity,86.7,
Equity,86.2,
Equity,263.7,
Equity,90.4,
Equity,53.2,
Equity,36,
Equity,154.5,
Equity,3,
Equity,148.5,
Equity,100,
Equity,134.4,
Equity,77.5,
Equity,155,
Equity,127,
Equity,122.5,
Equity,118.3,
Equity,133.6,
Equity,164,
Equity,211.5,
Equity,200.6,
Equity,158.9,
Equity,153.1,
Equity,143.8,
Equity,193.3,
Equity,30.8,
Equity,118.6,
Equity,126.3,
Equity,53.1,
Equity,25,
Equity,72.3,
Equity,106.3,
Equity,140.6,
Equity,109.9,
Equity,125.9,
Equity,93.8,
Equity,94.9,
Equity,150.6,
Equity,120.6,
Equity,100.9,
Equity,209.4,
Equity,231.7,
Equity,69.8,
Equity,89.3,
Equity,95.7,
Equity,86.1,
Equity,199.2,
Equity,141.2,
Equity,49.4,
Equity,82.7,
Equity,140.4,
Equity,80.4,
Equity,137.7,
Equity,111.4,
Equity,82.5,
Equity,124.6,
Equity,92.9,
Equity,140,
Equity,130.3,
Equity,82.7,
Equity,89.8,
Equity,77.5,
Equity,125.2,
Equity,97.6,
Equity,79.2,
Equity,82.7,
Equity,70.1,
Equity,20.4,
Equity,135.9,
Equity,66.3,
Equity,126.2,
Equity,63.5,
Equity,91.6,
Equity,126.1,
Equity,263.3,
Equity,101.4,
Equity,56.6,
Equity,89.1,
Equity,50.8,
Equity,52.1,
Equity,69.3,
Equity,51.4,
Equity,61.4,
Equity,26.1,
Equity,11.3,
Equity,84.3,
Equity,25.1,
Equity,16.7,
