Class,Return,Leverage
Equity,49,Short
Equity,46.8,Short
Equity,45.3,Short
Equity,44.9,Short
Equity,44.4,Short
Equity,43.3,Short
Equity,36.6,Short
Equity,35.7,Short
Fixed Income,35.2,Short
Equity,34.5,Short
Alternatives,33.8,Short
Equity,33.4,Short
Equity,33.4,Short
Equity,33.3,Short
Commodities,33.2,Short
Equity,32,Short
Equity,30.2,Short
Equity,30.1,Short
Equity,29,Short
Equity,28.4,Short
Equity,27.7,Short
Alternatives,26.1,Short
Fixed Income,17,Short
Fixed Income,16.8,Short
Alternatives,16.3,Short
Equity,16.1,Short
Commodities,12.1,Short
Equity,11.5,Short
Fixed Income,11.5,Short
Equity,9.9,Short
Equity,9.2,Short
Fixed Income,5.4,Short
Fixed Income,5.1,Short
Equity,4,Short
Equity,4,Short
Alternatives,3.8,Short
Alternatives,3,Short
Equity,2.9,Short
Equity,2.8,Short
Alternatives,2.7,Short
Alternatives,1.8,Short
Equity,-1.3,Short
Alternatives,-1.4,Short
Commodities,-2.7,Short
Equity,-3.2,Short
Equity,-3.2,Short
Equity,-3.2,Short
Fixed Income,-3.6,Short
Equity,-3.9,Short
Commodities,-6.1,Short
Fixed Income,-7.3,Short
Fixed Income,-7.9,Short
Equity,-8.6,Short
Equity,-8.7,Short
Equity,-9,Short
Fixed Income,-9.2,Short
Equity,-9.4,Short
Equity,-9.9,Short
Equity,-10.2,Short
Equity,-11.3,Short
Equity,-11.5,Short
Commodities,-12.1,Short
Equity,-12.1,Short
Commodities,-12.2,Short
Equity,-12.7,Short
Alternatives,-12.9,Short
Equity,-12.9,Short
Equity,-13.6,Short
Equity,-13.6,Short
Fixed Income,-14,Short
Equity,-14.7,Short
Equity,-14.9,Short
Fixed Income,-14.9,Short
Equity,-15.1,Short
Fixed Income,-15.2,Short
Fixed Income,-15.3,Short
Equity,-16,Short
Equity,-16.2,Short
Equity,-16.3,Short
Equity,-16.4,Short
Equity,-16.9,Short
Equity,-17.6,Short
Commodities,-18,Short
Equity,-18,Short
Equity,-18.7,Short
Equity,-18.9,Short
Equity,-19.1,Short
Equity,-19.4,Short
Fixed Income,-19.6,Short
Equity,-19.7,Short
Alternatives,-20.6,Short
Equity,-22.7,Short
Fixed Income,-22.7,Short
Equity,-23,Short
Equity,-23.8,Short
Equity,-24.1,Short
Equity,-24.7,Short
Equity,-25,Short
Equity,-25.1,Short
Equity,-25.7,Short
Equity,-26.1,Short
Equity,-26.8,Short
Equity,-26.9,Short
Equity,-27,Short
Equity,-27.1,Short
Equity,-27.8,Short
Equity,-28.8,Short
Equity,-28.9,Short
Equity,-29.3,Short
Fixed Income,-29.3,Short
Equity,-29.5,Short
Equity,-30.8,Short
Fixed Income,-31.2,Short
Equity,-31.5,Short
Equity,-32.1,Short
Equity,-33,Short
Equity,-33.7,Short
Equity,-33.9,Short
Alternatives,-34.1,Short
Commodities,-34.2,Short
Alternatives,-34.5,Short
Equity,-35.2,Short
Equity,-37,Short
Alternatives,-37.3,Short
Equity,-37.8,Short
Equity,-38.6,Short
Equity,-38.9,Short
Equity,-39.4,Short
Equity,-40.5,Short
Equity,-41.2,Short
Fixed Income,-42,Short
Equity,-42.1,Short
Equity,-42.1,Short
Equity,-42.9,Short
Equity,-44.1,Short
Equity,-44.6,Short
Equity,-45.3,Short
Equity,-46,Short
Equity,-46.8,Short
Equity,-47.3,Short
Equity,-48.3,Short
Equity,-50.3,Short
Equity,-50.7,Short
Equity,-51.9,Short
Equity,-52.5,Short
Equity,-53.7,Short
Equity,-54,Short
Fixed Income,-54.1,Short
Equity,-54.3,Short
Equity,-55.3,Short
Equity,-56,Short
Commodities,-57.7,Short
Commodities,-58.5,Short
Equity,-58.7,Short
Equity,-59,Short
Equity,-59.5,Short
Equity,-60.4,Short
Equity,-61.9,Short
Equity,-63.4,Short
Equity,-63.8,Short
Equity,-64.6,Short
Equity,-64.7,Short
Equity,-65.3,Short
Equity,-67.2,Short
Equity,-67.8,Short
Equity,-68.9,Short
Equity,-69.3,Short
Fixed Income,-70,Short
Equity,-70.4,Short
Equity,-70.5,Short
Fixed Income,-71.4,Short
Equity,-71.6,Short
Equity,-71.9,Short
Equity,-73.8,Short
Equity,-76.7,Short
Equity,-77.1,Short
Equity,-77.8,Short
Equity,-78.7,Short
Equity,-78.9,Short
Equity,-79.9,Short
Equity,-80.2,Short
Equity,-80.4,Short
Equity,-81.1,Short
Equity,-81.4,Short
Equity,-81.9,Short
Equity,-82.7,Short
Equity,-84.4,Short
Equity,-84.9,Short
Equity,-85.1,Short
Equity,-86.1,Short
Commodities,-86.8,Short
Commodities,-86.8,Short
Equity,-87.1,Short
Equity,-87.1,Short
Equity,-87.6,Short
Equity,-88.3,Short
Equity,-89.1,Short
Equity,-89.6,Short
Equity,-89.8,Short
Commodities,-90.3,Short
Equity,-90.3,Short
Equity,-90.5,Short
Alternatives,-91.8,Short
Equity,-92.8,Short
Equity,-92.8,Short
Equity,-92.9,Short
Equity,-93,Short
Equity,-93.6,Short
Equity,-95,Short
Equity,-95.2,Short
Equity,-95.9,Short
Equity,-96.1,Short
Equity,-97.2,Short
Equity,-97.7,Short
Equity,-98.3,Short
Equity,-98.5,Short
Equity,-99.2,Short
Commodities,445.5,normal
Commodities,394.6,normal
Commodities,344.1,normal
Commodities,318.4,normal
Commodities,299.3,normal
Equity,267,normal
Equity,263.7,normal
Equity,263.3,normal
Equity,242.1,normal
Commodities,235.1,normal
Equity,231.7,normal
Commodities,231.3,normal
Commodities,228.2,normal
Equity,222.3,normal
Equity,214.6,normal
Equity,211.6,normal
Equity,211.5,normal
Commodities,211.4,normal
Equity,209.4,normal
Equity,208.7,normal
Equity,205.8,normal
Commodities,205,normal
Equity,200.8,normal
Equity,200.6,normal
Commodities,200,normal
Equity,199.6,normal
Equity,199.2,normal
Commodities,198.9,normal
Equity,193.3,normal
Equity,192.8,normal
Commodities,191.7,normal
Equity,190.7,normal
Equity,188.1,normal
Equity,186.7,normal
Equity,185.5,normal
Equity,181.7,normal
Equity,179.6,normal
Commodities,177.8,normal
Equity,176.6,normal
Equity,172.6,normal
Equity,171.8,normal
Equity,171.6,normal
Equity,171.1,normal
Equity,170.9,normal
Equity,169.3,normal
Equity,164,normal
Equity,162.4,normal
Equity,162.1,normal
Equity,160.3,normal
Commodities,160.2,normal
Commodities,159.7,normal
Equity,158.9,normal
Commodities,156.7,normal
Commodities,156.6,normal
Equity,155.5,normal
Equity,155.3,normal
Equity,155,normal
Commodities,154.9,normal
Equity,154.5,normal
Equity,154.3,normal
Equity,154.3,normal
Equity,153.1,normal
Equity,153.1,normal
Commodities,151.6,normal
Commodities,151.4,normal
Equity,150.6,normal
Commodities,150,normal
Equity,148.6,normal
Equity,148.5,normal
Equity,147.5,normal
Equity,146.1,normal
Equity,145.8,normal
Commodities,144.1,normal
Equity,143.8,normal
Equity,142.6,normal
Commodities,141.6,normal
Equity,141.2,normal
Commodities,140.6,normal
Equity,140.6,normal
Equity,140.4,normal
Equity,140,normal
Equity,138.7,normal
Equity,138,normal
Equity,137.7,normal
Equity,137.7,normal
Equity,137.4,normal
Equity,136.2,normal
Equity,136.1,normal
Equity,135.9,normal
Commodities,135.7,normal
Equity,135.7,normal
Equity,134.7,normal
Equity,134.6,normal
Equity,134.5,normal
Equity,134.4,normal
Equity,134.1,normal
Commodities,133.6,normal
Equity,133.6,normal
Equity,132.9,normal
Equity,132.2,normal
Equity,132,normal
Commodities,131.1,normal
Equity,130.9,normal
Equity,130.5,normal
Equity,130.3,normal
Equity,129.3,normal
Equity,128.2,normal
Equity,128.1,normal
Equity,128,normal
Commodities,127.7,normal
Commodities,127.5,normal
Equity,127,normal
Equity,127,normal
Commodities,126.3,normal
Equity,126.3,normal
Equity,126.2,normal
Equity,126.2,normal
Equity,126.1,normal
Fixed Income,126,normal
Equity,125.9,normal
Equity,125.8,normal
Equity,125.5,normal
Equity,125.2,normal
Commodities,125,normal
Commodities,125,normal
Equity,124.6,normal
Equity,122.8,normal
Equity,122.8,normal
Equity,122.5,normal
Equity,122.5,normal
Equity,121.9,normal
Equity,121.6,normal
Equity,121,normal
Equity,120.9,normal
Equity,120.9,normal
Equity,120.6,normal
Equity,120.3,normal
Equity,120,normal
Equity,119.2,normal
Equity,119.1,normal
Equity,118.8,normal
Equity,118.7,normal
Equity,118.6,normal
Commodities,118.3,normal
Equity,118.3,normal
Commodities,118,normal
Equity,117.7,normal
Equity,117.6,normal
Equity,117.5,normal
Equity,117.3,normal
Equity,117.2,normal
Equity,116.6,normal
Alternatives,116.3,normal
Commodities,116.3,normal
Equity,115.4,normal
Equity,115.4,normal
Commodities,114.4,normal
Commodities,114.1,normal
Equity,114.1,normal
Equity,113.7,normal
Equity,113.7,normal
Equity,113.6,normal
Commodities,113.4,normal
Equity,113.4,normal
Equity,113.3,normal
Equity,112.8,normal
Equity,112.7,normal
Equity,112.2,normal
Equity,112,normal
Equity,111.4,normal
Equity,111.4,normal
Commodities,110.9,normal
Equity,110.7,normal
Equity,109.9,normal
Equity,109.8,normal
Equity,109.7,normal
Equity,109.3,normal
Commodities,109.1,normal
Equity,109,normal
Equity,108.8,normal
Equity,108.7,normal
Equity,108.3,normal
Equity,107.9,normal
Commodities,107.7,normal
Equity,107.3,normal
Equity,107,normal
Equity,106.9,normal
Equity,106.6,normal
Equity,106.5,normal
Equity,106.3,normal
Equity,106.3,normal
Equity,106.1,normal
Equity,106,normal
Equity,106,normal
Equity,104.9,normal
Equity,104.8,normal
Equity,104.4,normal
Equity,104.2,normal
Equity,103.7,normal
Equity,103.7,normal
Equity,103.6,normal
Equity,103.6,normal
Commodities,103.3,normal
Equity,103.3,normal
Equity,103.2,normal
Equity,103.1,normal
Alternatives,102.3,normal
Equity,102.3,normal
Equity,102.2,normal
Commodities,101.9,normal
Equity,101.9,normal
Equity,101.7,normal
Equity,101.6,normal
Equity,101.6,normal
Equity,101.4,normal
Equity,101.3,normal
Alternatives,101.2,normal
Equity,101.2,normal
Equity,101.1,normal
Equity,101,normal
Equity,100.9,normal
Equity,100.9,normal
Equity,100.7,normal
Equity,100.7,normal
Equity,100.7,normal
Equity,100.6,normal
Equity,100.5,normal
Equity,100.2,normal
Equity,100.1,normal
Fixed Income,100.1,normal
Equity,100,normal
Equity,100,normal
Equity,100,normal
Equity,99.7,normal
Equity,99.7,normal
Equity,99.6,normal
Equity,99.5,normal
Equity,99.5,normal
Equity,99.4,normal
Equity,99.2,normal
Equity,99.2,normal
Commodities,99.1,normal
Commodities,99.1,normal
Equity,99,normal
Equity,98.8,normal
Equity,98.2,normal
Equity,97.7,normal
Equity,97.7,normal
Equity,97.6,normal
Equity,97.4,normal
Equity,97.4,normal
Equity,97.3,normal
Equity,96.9,normal
Equity,96.9,normal
Equity,96.8,normal
Equity,96.6,normal
Equity,96.5,normal
Equity,96.3,normal
Equity,96,normal
Equity,95.9,normal
Equity,95.8,normal
Equity,95.7,normal
Equity,95.5,normal
Commodities,95.4,normal
Equity,95.4,normal
Equity,95.4,normal
Equity,95.3,normal
Commodities,95.1,normal
Equity,94.9,normal
Equity,94.8,normal
Equity,94.6,normal
Equity,94.5,normal
Equity,94.4,normal
Commodities,94.2,normal
Equity,94.2,normal
Equity,94.1,normal
Equity,94.1,normal
Equity,93.9,normal
Equity,93.8,normal
Equity,93.6,normal
Equity,93.6,normal
Equity,93.5,normal
Equity,93.5,normal
Equity,93.4,normal
Equity,93.3,normal
Equity,93.3,normal
Equity,93.2,normal
Equity,93.2,normal
Equity,93.1,normal
Equity,93,normal
Equity,93,normal
Equity,92.9,normal
Equity,92.8,normal
Equity,92.8,normal
Equity,92.5,normal
Equity,92.5,normal
Equity,92.4,normal
Equity,92,normal
Equity,91.9,normal
Equity,91.9,normal
Equity,91.8,normal
Equity,91.6,normal
Equity,91.6,normal
Equity,91.4,normal
Equity,91.4,normal
Equity,91.3,normal
Equity,90.5,normal
Equity,90.4,normal
Equity,90.4,normal
Equity,90.3,normal
Equity,90.2,normal
Equity,90.1,normal
Equity,90,normal
Equity,89.9,normal
Commodities,89.8,normal
Equity,89.8,normal
Equity,89.5,normal
Equity,89.4,normal
Fixed Income,89.4,normal
Equity,89.3,normal
Equity,89.3,normal
Commodities,89.1,normal
Equity,89.1,normal
Equity,89.1,normal
Commodities,88.9,normal
Equity,88.9,normal
Equity,88.8,normal
Equity,88.7,normal
Equity,88.6,normal
Equity,88.5,normal
Equity,88,normal
Equity,87.9,normal
Equity,87.6,normal
Equity,87.1,normal
Equity,87,normal
Equity,86.8,normal
Equity,86.8,normal
Equity,86.7,normal
Equity,86.7,normal
Equity,86.6,normal
Equity,86.6,normal
Equity,86.5,normal
Equity,86.4,normal
Equity,86.4,normal
Equity,86.4,normal
Equity,86.4,normal
Equity,86.3,normal
Equity,86.2,normal
Commodities,86.1,normal
Equity,86.1,normal
Commodities,86,normal
Equity,86,normal
Equity,86,normal
Equity,85.9,normal
Equity,85.9,normal
Equity,85.9,normal
Equity,85.9,normal
Equity,85.7,normal
Equity,85.7,normal
Equity,85.7,normal
Equity,85.6,normal
Equity,85.4,normal
Equity,85.2,normal
Equity,85.2,normal
Equity,84.9,normal
Equity,84.8,normal
Equity,84.8,normal
Equity,84.8,normal
Equity,84.6,normal
Equity,84.6,normal
Equity,84.5,normal
Equity,84.5,normal
Equity,84.5,normal
Equity,84.3,normal
Equity,84.3,normal
Equity,84.2,normal
Equity,84.2,normal
Equity,84.1,normal
Equity,84,normal
Equity,84,normal
Equity,84,normal
Commodities,83.9,normal
Equity,83.9,normal
Equity,83.7,normal
Equity,83.7,normal
Equity,83.7,normal
Equity,83.7,normal
Equity,83.7,normal
Equity,83.5,normal
Equity,83.4,normal
Equity,83.4,normal
Equity,83.4,normal
Equity,83.4,normal
Equity,83.2,normal
Equity,83.2,normal
Equity,83,normal
Equity,82.9,normal
Equity,82.8,normal
Equity,82.7,normal
Equity,82.7,normal
Equity,82.7,normal
Equity,82.7,normal
Equity,82.7,normal
Equity,82.7,normal
Equity,82.6,normal
Equity,82.6,normal
Equity,82.5,normal
Equity,82.5,normal
Equity,82.2,normal
Equity,82.2,normal
Equity,82.2,normal
Equity,82.2,normal
Equity,82.1,normal
Equity,82,normal
Equity,81.9,normal
Equity,81.8,normal
Equity,81.7,normal
Equity,81.6,normal
Equity,81.6,normal
Equity,81.6,normal
Equity,81.6,normal
Equity,81.3,normal
Equity,81.3,normal
Equity,81.2,normal
Equity,81.2,normal
Equity,81.1,normal
Equity,81.1,normal
Equity,81.1,normal
Equity,80.9,normal
Equity,80.9,normal
Commodities,80.8,normal
Equity,80.8,normal
Equity,80.8,normal
Equity,80.7,normal
Equity,80.7,normal
Fixed Income,80.7,normal
Equity,80.6,normal
Equity,80.6,normal
Equity,80.6,normal
Equity,80.5,normal
Equity,80.4,normal
Equity,80.4,normal
Equity,80.1,normal
Equity,80.1,normal
Equity,80,normal
Equity,80,normal
Equity,79.9,normal
Equity,79.9,normal
Equity,79.9,normal
Equity,79.8,normal
Equity,79.7,normal
Equity,79.7,normal
Equity,79.5,normal
Equity,79.4,normal
Equity,79.4,normal
Equity,79.2,normal
Equity,79.2,normal
Equity,79.2,normal
Equity,79.1,normal
Equity,78.9,normal
Equity,78.9,normal
Equity,78.8,normal
Equity,78.6,normal
Equity,78.5,normal
Commodities,78.1,normal
Equity,78.1,normal
Commodities,78,normal
Equity,78,normal
Equity,78,normal
Equity,78,normal
Equity,77.9,normal
Equity,77.8,normal
Equity,77.8,normal
Equity,77.7,normal
Equity,77.7,normal
Equity,77.7,normal
Equity,77.6,normal
Equity,77.6,normal
Equity,77.6,normal
Equity,77.5,normal
Equity,77.5,normal
Equity,77.5,normal
Equity,77.4,normal
Equity,77.3,normal
Equity,77.3,normal
Equity,77.2,normal
Equity,77.2,normal
Equity,77,normal
Equity,77,normal
Equity,76.8,normal
Equity,76.7,normal
Equity,76.6,normal
Equity,76.5,normal
Equity,76.5,normal
Equity,76.5,normal
Equity,76.4,normal
Equity,76.3,normal
Equity,76.3,normal
Equity,76.2,normal
Equity,76.1,normal
Equity,76.1,normal
Equity,76.1,normal
Equity,76,normal
Equity,75.9,normal
Equity,75.9,normal
Equity,75.8,normal
Equity,75.8,normal
Equity,75.8,normal
Equity,75.7,normal
Equity,75.7,normal
Equity,75.7,normal
Equity,75.6,normal
Fixed Income,75.6,normal
Equity,75.5,normal
Equity,75.5,normal
Commodities,75.4,normal
Equity,75.4,normal
Equity,75.4,normal
Equity,75.4,normal
Equity,75.4,normal
Equity,75.3,normal
Equity,75.3,normal
Equity,75.2,normal
Equity,75.2,normal
Equity,75.1,normal
Equity,75,normal
Equity,75,normal
Equity,75,normal
Equity,74.9,normal
Equity,74.9,normal
Equity,74.8,normal
Equity,74.6,normal
Equity,74.6,normal
Equity,74.5,normal
Equity,74.5,normal
Equity,74.4,normal
Commodities,74.2,normal
Commodities,74.2,normal
Equity,74.2,normal
Fixed Income,74.2,normal
Equity,74.1,normal
Equity,74,normal
Equity,74,normal
Equity,73.8,normal
Equity,73.8,normal
Equity,73.8,normal
Equity,73.8,normal
Equity,73.7,normal
Equity,73.7,normal
Equity,73.6,normal
Equity,73.6,normal
Equity,73.4,normal
Equity,73.4,normal
Equity,73.4,normal
Equity,73.3,normal
Equity,73.2,normal
Equity,73.2,normal
Commodities,73,normal
Equity,72.9,normal
Equity,72.9,normal
Equity,72.8,normal
Equity,72.6,normal
Equity,72.5,normal
Commodities,72.4,normal
Equity,72.3,normal
Equity,72.3,normal
Commodities,72.2,normal
Equity,72,normal
Equity,72,normal
Equity,72,normal
Equity,71.9,normal
Equity,71.7,normal
Commodities,71.6,normal
Equity,71.6,normal
Equity,71.6,normal
Equity,71.6,normal
Equity,71.6,normal
Equity,71.4,normal
Equity,71.4,normal
Equity,71.4,normal
Equity,71.3,normal
Commodities,71.2,normal
Equity,71.2,normal
Equity,71.2,normal
Commodities,71.1,normal
Equity,71.1,normal
Equity,71.1,normal
Equity,71,normal
Equity,71,normal
Equity,71,normal
Equity,70.9,normal
Equity,70.9,normal
Equity,70.8,normal
Equity,70.8,normal
Equity,70.7,normal
Equity,70.7,normal
Equity,70.7,normal
Equity,70.6,normal
Equity,70.6,normal
Equity,70.6,normal
Equity,70.5,normal
Equity,70.5,normal
Equity,70.4,normal
Equity,70.4,normal
Equity,70.3,normal
Equity,70.3,normal
Equity,70.2,normal
Equity,70.2,normal
Equity,70.2,normal
Equity,70.1,normal
Equity,70.1,normal
Equity,69.9,normal
Equity,69.9,normal
Equity,69.8,normal
Equity,69.8,normal
Equity,69.7,normal
Equity,69.7,normal
Equity,69.7,normal
Equity,69.7,normal
Equity,69.6,normal
Equity,69.6,normal
Commodities,69.5,normal
Equity,69.5,normal
Equity,69.5,normal
Equity,69.5,normal
Equity,69.4,normal
Equity,69.4,normal
Equity,69.3,normal
Equity,69.2,normal
Equity,69,normal
Equity,69,normal
Equity,68.9,normal
Equity,68.9,normal
Equity,68.8,normal
Equity,68.8,normal
Equity,68.8,normal
Equity,68.7,normal
Equity,68.7,normal
Alternatives,68.6,normal
Equity,68.6,normal
Equity,68.6,normal
Equity,68.2,normal
Equity,68.2,normal
Equity,68.2,normal
Equity,68.1,normal
Equity,68.1,normal
Equity,68.1,normal
Equity,68.1,normal
Equity,68,normal
Equity,68,normal
Equity,68,normal
Equity,68,normal
Equity,67.9,normal
Equity,67.9,normal
Equity,67.8,normal
Equity,67.7,normal
Equity,67.6,normal
Equity,67.6,normal
Equity,67.6,normal
Equity,67.6,normal
Equity,67.5,normal
Equity,67.5,normal
Equity,67.4,normal
Equity,67.4,normal
Commodities,67.3,normal
Equity,67.3,normal
Equity,67.1,normal
Equity,67.1,normal
Equity,67.1,normal
Equity,67.1,normal
Equity,67,normal
Equity,67,normal
Commodities,66.9,normal
Equity,66.9,normal
Alternatives,66.8,normal
Equity,66.7,normal
Fixed Income,66.7,normal
Equity,66.6,normal
